country_id,country_name,post_ussr,industry,service,agro,hh_cons,gov_exp,invest,net_export,empl_ind,empl_serv,empl_agro,gdp_growth_ave,infl_ave,unempl_ave,empl_ave,fisc_bal_ave,gov_debt_ave,cur_bal_ave,gdp_perc_ppp,gini,povert,electro,elecdem,parpipdem,delibdem,frefair,jucon,legcon,cspart,locelec,eltrnout,clrelig,clstown,svstterr,mediacens,womempow,freeexp,male,nat_pop_increase,migration,rural,life_expect,med_age,death_rate,birth_rate,fertility,education,atheist,rus_lang,main_relig,arm_exp,arm_imp,mil_expend
142,North Macedonia,0,0.226152895,0.569895318,0.09093391,0.656565733,0.140358178,0.296286204,-0.127861028,0.311299992,0.549500008,0.139200001,0.023788401,0.011416087,0.188,0.654733333,-0.03948,0.45945,-0.022843333,16926.62414,0.33,0.216,1,0.633,0.43,0.43,0.718,0.432,0.646,0.672,0.986,0.5202,1.434,1.368,93.75,1.08,0.854,0.764,0.500211675,0.75797,0.062897742,0.48042,39.138,39.138,10.139,10.653,1.489,0.684875717,0.013,0,2,0,0,0.03608905
144,Norway,0,0.259246861,0.605156462,0.018525114,0.443659612,0.24325877,0.303081661,-0.005893594,0.194200001,0.785400009,0.0204,0.014313283,0.020730488,0.040366667,0.777233333,0.018386667,0.411415,0.050336667,63197.98147,0.276,0.127,1,0.899,0.647,0.871,0.965,0.979,0.966,0.977,0.973,0,3.29,0.828,100,2.538,0.9,0.967,0.505416102,0.829073171,0.142356112,0.08202,39.836,39.836,7.6,10.2,1.53,0.991882324,0.116,0,2,429,1853,0.035195936
145,Oman,0,0.537240607,0.481370301,0.023529451,0.406633688,0.24570108,0.201764814,0.145900419,0.320099983,0.639900017,0.0399,0.001468273,0.000370741,0.0287,0.715633333,-0.107723333,0.705355,-0.0693,28448.85878,0.307,,1,0.176,0.122,0.059,0.702,0.429,0.226,0.344,0.78,0.4902,0.281,-0.457,94.667,-0.933,0.393,0.215,0.659972483,0.77861,0.410858736,0.17026,30.604,30.604,2.422,18.513,2.842,0.988031921,0.009,0,6,7,1649,0.218779065
146,Pakistan,0,0.176899348,0.5279035,0.226938599,0.828525655,0.117368393,0.154065134,-0.070548503,0.249599991,0.381300011,0.369199982,0.041265081,0.084654707,0.042366667,0.545233333,-0.07806,0.863805,-0.04042,4876.630554,0.316,0.243,0.7391436,0.368,0.242,0.346,0.301,0.774,0.65,0.775,0.891,0.5014,-0.794,1.012,87.333,0.592,0.586,0.486,0.514603683,0.67273,0.019208461,0.13724,22.782,22.782,6.893,27.841,3.454,0.257791996,0.009,0,6,7,3753,0.174058452
148,Panama,0,0.236000159,0.710053818,0.02739237,0.514430009,0.119524644,0.404227547,-0.026873131,0.177199993,0.678799973,0.144099998,0.040763373,-0.003812603,0.062866667,0.710233333,-0.05657,0.52699,-0.04406,26775.69445,0.498,0.221,0.958345566,0.749,0.467,0.578,0.87,0.616,0.689,0.666,0.957,0.7301,2.82,1.061,97.4,1.003,0.827,0.833,0.500578478,0.78506,0.047010275,0.19012,29.677,29.677,5.108,18.705,2.437,0.69472229,0.05,0,2,1,28,0
150,Paraguay,0,0.332858092,0.488344845,0.108170924,0.653143706,0.119520656,0.191897409,0.041652307,0.181399994,0.631399994,0.187199993,0.025374914,0.028334078,0.0659,0.7515,-0.04242,0.301975,0.0033,13012.8757,0.457,0.235,1,0.581,0.361,0.358,0.637,0.64,0.715,0.566,0.986,0.6125,2.872,1.849,80.333,1.575,0.701,0.773,0.508145076,0.74254,0.023566667,0.86655,26.308,26.308,5.539,20.341,2.405,0.53243309,0.011,0,2,0,2,0.041167069
151,Peru,0,0.305822085,0.543727278,0.067461796,0.647141681,0.132392364,0.178207416,0.012322597,0.151999998,0.574300003,0.273700008,0.028973224,0.017602846,0.0415,0.8069,-0.039076667,0.31229,-0.009196667,11879.2359,0.415,0.202,0.983466034,0.803,0.585,0.579,0.909,0.844,0.945,0.783,0.98,0.7407,2.775,2.34,88.2,2.199,0.841,0.922,0.496745193,0.76736,0.002896451,0.37817,30.984,30.984,5.579,17.756,2.233,0.641127319,0.031,0,2,0,400,0.04834835
152,Philippines,0,0.283981277,0.614170642,0.101848081,0.732064393,0.124677544,0.173830762,-0.077986523,0.191200008,0.580299988,0.228600006,0.064636665,0.034423707,0.026466667,0.6198,-0.02931,0.4202,-0.0137,8390.353144,0.423,0.167,0.95628624,0.433,0.292,0.373,0.455,0.66,0.476,0.714,0.974,0.7431,1.124,1.426,94.857,0.098,0.814,0.466,0.502174486,0.71231,0.002103905,0.21703,25.687,25.687,5.92,20.166,2.526,0.712324905,0.009,0,2,0,1063,0.040045923
153,Poland,0,0.281645202,0.574606759,0.02390111,0.57541423,0.180019303,0.17312067,0.067624506,0.321300011,0.587099991,0.091499996,0.049084263,0.024716334,0.0356,0.7037,-0.03064,0.51686,0.00901,34264.75976,0.302,0.154,1,0.632,0.418,0.375,0.787,0.665,0.716,0.684,0.986,0.6818,1.723,0.704,96.667,0.344,0.844,0.71,0.484531783,0.778560976,0.016041808,0.52592,41.678,41.678,10.8,9.9,1.42,0.885085831,0.073,0,2,64,800,0.043602734
154,Portugal,0,0.192160105,0.660981705,0.019773206,0.63848484,0.168300455,0.191490105,-0.019683977,0.246800003,0.698300018,0.055,0.029482101,0.004398186,0.068833333,0.753566667,-0.021183333,1.242345,-0.000786667,34495.92247,0.335,0.172,1,0.876,0.598,0.771,0.967,0.916,0.919,0.785,0.971,0.4857,2.412,1.816,93.333,2.625,0.945,0.967,0.473097246,0.806829268,0.080895936,0.39957,46.158,46.158,10.9,8.4,1.42,0.607458801,0.086,0,2,280,138,0.041559701
155,Puerto Rico,0,0.51131345,0.488416039,0.006180051,0.638199069,0.080142325,0.115110488,0.139819668,0.1521,0.836999969,0.0109,-0.018495383,0.03,0.095566667,0.502066667,-0.049516667,0.6301,0.07,35279.34703,0.55,0.431,1,,,,,,,,,,,,,,,,0.473818179,0.799285122,0.074654964,0.3369,44.467,44.467,9.4,6.4,1.035,0.884521637,0.021,0,2,0,0,0
156,Qatar,0,0.512012045,0.538304927,0.002866543,0.245252239,0.185196315,0.425803006,0.14374844,0.537000008,0.451399994,0.0117,0.00170692,-0.009837136,0.012266667,0.875733333,0.040556667,0.67028,0.026906667,89948.61058,0.411,,1,0.08,0.026,0.099,,0.437,0.045,0.194,,0,-1.067,-0.898,99.667,-0.979,0.403,0.167,0.75150639,0.80227,0.754976279,0.06419,32.264,32.264,1.244,9.385,1.846,0.680085526,0.009,0,6,14,5330,0
157,Romania,0,0.263671561,0.590458918,0.038363267,0.62767935,0.176384153,0.245060389,-0.044639528,0.300699997,0.486899986,0.212399998,0.053071411,0.03694804,0.043133333,0.680266667,-0.057103333,0.43464,-0.047173333,31945.74966,0.358,0.238,1,0.76,0.572,0.379,0.913,0.859,0.778,0.705,0.799,0.3184,1.755,0.987,97,2.067,0.861,0.898,0.486228642,0.754585366,0.011631348,0.00765,43.171,43.171,13.4,9.6,1.76,0.911620102,0.009,0,2,0,503,0.059956376
158,Russian Federation,1,0.299864875,0.562674932,0.037001961,0.511664353,0.183695695,0.239879494,0.049632851,0.267900009,0.673799973,0.058299999,0.022220061,0.035767744,0.0506,0.7418,0.00254,0.164825,0.043463333,28213.44784,0.375,0.126,1,0.261,0.186,0.137,0.338,0.068,0.125,0.418,0.883,0.675,0.007,-0.634,99.692,-1.648,0.718,0.331,0.463497785,0.730839024,0.081162179,0.45806,39.586,39.586,13.3,9.8,1.504,0.938479233,0.152,1,2,28061,264,0.114318384
159,Rwanda,0,0.193291478,0.464159151,0.262519547,0.753252255,0.157986329,0.245261445,-0.162830934,0.086300001,0.290799999,0.622900009,0.073387989,0.042956885,0.0112,0.841666667,-0.043976667,0.559635,-0.116493333,2213.96119,0.437,0.382,0.377824364,0.212,0.14,0.177,0.287,0.202,0.304,0.516,0.537,0.9304,0.44,-1.758,99.82,0.264,0.76,0.206,0.491609655,0.69024,0.03803081,0.25246,20.039,20.039,5.123,31.249,3.99,0.134044104,0.03,0,2,0,12,0.049716548
163,Saudi Arabia,0,0.413646283,0.56235348,0.025625723,0.389362764,0.238486847,0.263930185,0.020828889,0.247999992,0.727900009,0.024100001,0.006746813,0.012700888,0.067966667,0.577666667,-0.071386667,0.276125,0.039466667,46762.46927,0.459,0.127,1,0.016,0.02,0.072,,0.296,0.043,0.197,0.01,0,-2.197,-1.424,99.286,-1.606,0.305,0.107,0.578255441,0.75133,0.322949425,0.15713,31.797,31.797,3.505,17.297,2.275,0.772074127,0.009,0,6,5,16091,0.217068628
164,Senegal,0,0.230891864,0.490204957,0.15817703,0.685125416,0.137641705,0.322634679,-0.144745822,0.131199999,0.567799988,0.301000004,0.06006378,0.015889952,0.067,0.471333333,-0.046553333,0.653045,-0.091983333,3481.309922,0.403,0.467,0.704,0.747,0.404,0.618,0.788,0.679,0.715,0.797,0.365,0.6627,1.872,0.606,84.4,2.19,0.818,0.937,0.4879849,0.67941,0.017399514,0.51878,18.514,18.514,5.596,33.952,4.556,0.178248291,0.009,0,6,0,163,0.058273245
165,Serbia,0,0.248050322,0.515154802,0.064963276,0.682327133,0.166456163,0.231731019,-0.089023381,0.274300003,0.569599991,0.156099997,0.036149329,0.017948678,0.107366667,0.670733333,-0.021623333,0.55569,-0.053266667,19230.63006,0.362,0.232,0.998,0.342,0.234,0.258,0.345,0.432,0.315,0.582,0.885,0.4893,2.15,0.803,91.376,-1.112,0.871,0.511,0.489809977,0.756853659,0.091226221,0.43554,41.575,41.575,14.6,9.3,1.52,0.917877426,0.033,0,2,117,373,0.045861767
167,Sierra Leone,0,0.061859366,0.298577233,0.612913531,1.001458999,0.083740736,0.095933756,-0.245018026,0.067600002,0.387599983,0.544900017,0.044192762,0.147609419,0.0446,0.588833333,-0.04722,0.718015,-0.1862,1738.556327,0.357,0.568,0.227,0.574,0.39,0.535,0.568,0.665,0.689,0.957,0.96,0.842,1.897,0.733,92,1.879,0.788,0.836,0.499090697,0.54696,0.014134573,0.57077,19.402,19.402,11.512,32.879,4.169,0.189,0.009,0,6,0,1,0.02152699
168,Singapore,0,0.243650392,0.709479448,0.000324028,0.356436316,0.10300295,0.226192981,0.319182282,0.155500002,0.844100037,0.0003,0.031210222,0.00273988,0.0398,0.771533333,-0.004683333,1.286905,0.157523333,98525.95435,0.38,0.1,1,0.389,0.104,0.34,0.766,0.709,0.51,0.379,,0.9581,1.275,-1.267,91.8,-1.068,0.82,0.35,0.523432045,0.83497561,0.453917919,,42.226,42.226,5,8.8,1.14,0.821780472,0.165,0,1,48,2366,0.112991086
170,Slovak Republic,0,0.264224693,0.610120793,0.021828712,0.566509788,0.196775883,0.188750936,0.008089556,0.360900002,0.611199989,0.0279,0.004691287,0.023718466,0.0636,0.7246,-0.03223,0.545595,-0.017893333,31832.39461,0.25,0.119,1,0.836,0.617,0.665,0.934,0.928,0.942,0.801,0.994,0.6581,1.458,1.065,100,2.615,0.906,0.944,0.486932754,0.774707317,0.032654179,0.4624,41.249,41.249,9.8,10.5,1.56,0.990162201,0.158,0,2,53,116,0.03535708
171,Slovenia,0,0.290965588,0.57107756,0.020323586,0.524189126,0.184024913,0.205928791,0.098787242,0.340999985,0.616100006,0.042800002,0.006788785,0.011047581,0.0491,0.748366667,-0.024116667,0.73525,0.06256,39593.30744,0.246,0.12,1,0.748,0.551,0.572,0.939,0.803,0.916,0.769,0.971,0.5264,1.453,0.731,99.571,-0.146,0.921,0.728,0.497962415,0.812804878,0.114129641,0.44882,44.539,44.539,9.9,9.3,1.61,0.981710129,0.188,0,2,0,0,0.022955073
174,South Africa,0,0.252046392,0.614488552,0.024042702,0.602371948,0.212957369,0.124264038,0.049364514,0.223099995,0.724100037,0.052800002,-0.020066552,0.039509378,0.2804,0.600633333,-0.072126667,0.696075,-0.014636667,12095.85629,0.63,0.555,0.85,0.701,0.43,0.6,0.745,0.87,0.784,0.711,0.901,0.6605,2.923,1.077,94.375,0.927,0.804,0.807,0.492609296,0.64131,0.057670904,0.32646,27.621,27.621,9.398,20.129,2.381,0.818046799,0.153,0,2,402,0,0
175,South Sudan,0,0.330945354,0.565504513,0.103550133,0.791687467,0.073291473,0.057507564,0.077513494,0.163899994,0.232299995,0.603800011,0.019033383,0.668062457,0.122566667,0.738933333,-0.012993333,0.40174,-0.104613333,1234.725576,0.441,0.764,0.067205353,0.191,0.085,0.054,,0.177,0.21,0.378,0.018,0,0.858,-2.221,73.167,-2.635,0.466,0.135,0.50054937,0.57846,0.06678562,0.79801,19.04,19.04,10.342,34.653,4.619,0.332,0.009,0,2,0,8,0.026579014
176,Spain,0,0.205782662,0.675415308,0.031557514,0.573440759,0.188738982,0.204584478,0.014908647,0.204300003,0.755400009,0.040300002,-0.021529244,0.006839776,0.1501,0.7413,-0.056043333,1.062955,0.015796667,38334.61134,0.347,0.207,1,0.886,0.635,0.787,0.971,0.97,0.771,0.907,0.995,0.7575,2.261,1.322,99.833,2.092,0.944,0.933,0.491464969,0.834853659,0.126902372,0.1919,44.858,44.858,8.8,7.6,1.24,0.807694321,0.21,0,2,4506,408,0
177,Sri Lanka,0,0.262475369,0.596656652,0.083611944,0.698408858,0.094384407,0.252353117,-0.063562512,0.278700008,0.471500015,0.249799995,0.006527003,0.039391255,0.044766667,0.5845,-0.08463,0.9344,-0.022373333,13225.4088,0.393,0.041,1,0.606,0.346,0.34,0.835,0.683,0.298,0.553,0.801,0.7589,0.838,0.626,99,0.101,0.769,0.606,0.479485879,0.76978,0.0018685,0.81287,33.95,33.95,6.75,15.544,2.188,0.810301971,0.009,0,1,0,205,0.102966544
181,Sudan,0,0.22882448,0.360927522,0.20917201,0.887023496,0.061903108,0.057865352,0.002954803,0.168199997,0.448100014,0.383699989,0.020550439,0.882030942,0.171133333,0.497133333,-0.082133333,2.31434,-0.153763333,4243.781936,0.342,0.465,0.538270721,0.188,0.107,0.18,0.305,0.398,0.338,0.767,0.087,0,-0.303,0.129,76.333,-0.181,0.342,0.519,0.499604566,0.65311,0.012513445,0.64747,19.659,19.659,7.117,31.826,4.347,0.047,0.01,0,6,0,230,0.082544522
183,Sweden,0,0.215915492,0.656751528,0.013715899,0.452872531,0.258793969,0.245183077,0.043810497,0.184200001,0.798899994,0.016900001,0.001673534,0.014116845,0.072166667,0.829466667,-0.008863333,0.368075,0.043276667,54563.12141,0.3,0.171,1,0.905,0.649,0.842,0.949,0.975,0.988,0.943,0.995,0.8718,3.016,1.314,97.05,3.383,0.942,0.968,0.500922047,0.829585366,0.167675588,0.12023,41.078,41.078,8.6,11.1,1.7,0.920146332,0.29,0,2,959,133,0.022909607
184,Switzerland,0,0.245822886,0.719690094,0.007040358,0.520147465,0.111610125,0.267030094,0.102925392,0.203400002,0.770699997,0.025899999,0.018933852,0.001911156,0.0468,0.841133333,0.00023,0.41355,0.058933333,71352.3526,0.331,0.16,1,0.892,0.787,0.855,0.934,0.992,0.93,0.969,0.996,0.4512,2.095,2.337,100,3.059,0.94,0.985,0.496110631,0.83704878,0.293866855,0.26085,43.053,43.053,7.9,10,1.48,0.971908188,0.228,0,2,1034,140,0.021644917
186,Tajikistan,1,0.328346686,0.352558312,0.237878817,0.762417551,0.111544967,0.247614071,-0.211728179,0.1579,0.394900017,0.447200012,0.064999995,0.059411893,0.0696,0.4215,-0.03098,0.45631,-0.03218,3858.429415,0.34,0.263,0.996353912,0.161,0.066,0.063,0.087,0.083,0.044,0.233,0.014,0.86,-0.027,-1.314,96.25,-1.952,0.425,0.11,0.503870663,0.71097,0.032429109,0.72494,22.416,22.416,4.767,30.038,3.556,0.945381622,0.015,0,6,0,34,0.033362975
187,Tanzania,0,0.286749667,0.3625346,0.267370944,0.585535355,0.077683961,0.410182254,-0.010132741,0.064699998,0.284400005,0.650899963,0.060073397,0.034163432,0.020366667,0.8464,-0.015466667,0.38212,-0.026513333,2780.055548,0.405,0.264,0.377,0.409,0.233,0.337,0.501,0.845,0.761,0.76,0.598,0.5072,0.864,-0.608,96.752,-0.077,0.799,0.543,0.499732172,0.65456,0.004885355,0.64773,17.992,17.992,6.254,36.336,4.832,0.110265999,0.016,0,2,0,54,0.060524515
188,Thailand,0,0.331030825,0.58252065,0.086448525,0.497450895,0.161822194,0.238551677,0.049303507,0.228400002,0.457299995,0.314300003,0.00122933,0.003082297,0.008366667,0.743366667,-0.018176667,0.4534,0.053096667,18236.17611,0.349,0.099,0.999,0.194,0.108,0.061,0.142,0.617,0.72,0.564,0.058,0.7469,1.627,0.702,97.143,-0.648,0.679,0.283,0.486619924,0.7715,0.057582327,0.4857,40.102,40.102,7.786,10.168,1.514,0.495755196,0.009,0,1,4,1692,0.055231194
190,Togo,0,0.226999104,0.493151959,0.187766526,0.739998958,0.13705911,0.236126095,-0.09290084,0.192099991,0.484099998,0.323800011,0.040629784,0.011472028,0.0377,0.586266667,-0.01692,0.555855,-0.0272,2223.631491,0.431,0.551,0.524410973,0.418,0.259,0.337,0.33,0.13,0.37,0.635,0.907,0.9228,2.405,0.625,81,1.037,0.78,0.657,0.497588461,0.61042,0.037900068,0.572,19.35,19.35,8.324,32.707,4.259,0.1827075,0.062,0,2,0,2,0.066576479
191,Tonga,0,0.153791225,0.504895764,0.170682174,0.941012766,0.189309203,0.334942147,-0.455058861,0.308700008,0.497599983,0.193700008,0.014521573,0.029888008,0.034833333,0.495533333,0.035103333,0.41421,-0.036606667,6647.858999,0.376,0.225,0.984,,,,,,,,,,,,,,,,0.500525086,0.70907,0.053979467,0.76901,22.415,22.415,7.102,24.01,3.518,0.879980621,0.009,0,2,0,14,0
193,Tunisia,0,0.217545791,0.613096285,0.117394742,0.722424402,0.206154088,0.17740763,-0.106656549,0.334599991,0.5275,0.138000002,0.0187497,0.065539394,0.1576,0.5154,-0.063183333,0.7973,-0.087606667,10261.69084,0.328,0.152,1,0.727,0.476,0.67,0.796,0.907,0.977,0.877,0.891,0.5502,0.732,0.165,95.625,1.774,0.867,0.823,0.495891482,0.76699,0.005038497,0.30432,32.835,32.835,6.257,17.089,2.174,0.445907097,0.009,0,6,0,333,0.088154674
194,Turkey,0,0.277952888,0.546440385,0.066035502,0.568733935,0.155272928,0.317664929,-0.03755919,0.253199997,0.565699997,0.181100006,0.037924997,0.14596081,0.128266667,0.579066667,-0.0488,0.346815,-0.02335,28119.45304,0.419,0.144,1,0.286,0.164,0.081,0.395,0.257,0.269,0.199,0.772,0.8624,-0.319,0.145,94.286,-1.001,0.498,0.147,0.493675428,0.77691,0.037690011,0.23895,31.549,31.549,5.443,15.782,2.055,0.660219193,0.012,0,6,1048,2083,0.075203651
195,Turkmenistan,1,0.420200872,0.471884278,0.107914851,0.15077921,0.077970801,0.472,0.101679294,0.398300018,0.394900017,0.206800003,0.063333333,0.09,0.0397,0.612466667,-0.00179,0.31971,0.0209,16195.53879,0.408,0.002,0.999,0.152,0.035,0.034,0.088,0.103,0.063,0.072,0.008,0.9169,-1.559,-1.734,97.833,-2.613,0.457,0.059,0.492325972,0.68191,0.036547116,0.47484,26.937,26.937,7.04,23.066,2.74,0.908,0.009,0,6,0,533,0.029
197,Uganda,0,0.261755871,0.430125681,0.240282122,0.715023073,0.088202238,0.252023795,-0.046748928,0.065100002,0.213600006,0.721299973,0.055916917,0.030958307,0.0197,0.7116,-0.05142,0.41499,-0.068303333,2297.178684,0.428,0.214,0.413,0.31,0.204,0.24,0.168,0.614,0.708,0.722,0.693,0,1.356,1.024,96.857,0.267,0.682,0.539,0.492918585,0.63368,0.019201262,0.75046,16.733,16.733,6.381,37.377,4.824,0.240258598,0.009,0,2,4,82,0.131188937
198,Ukraine,1,0.208599362,0.556403969,0.092683964,0.74354483,0.187709616,0.075111669,-0.010521203,0.249599991,0.612200012,0.138199997,0.030309381,0.071903552,0.088233333,0.665666667,-0.03449,0.547555,-0.005536667,13056.70207,0.266,0.011,1,0.544,0.35,0.435,0.622,0.251,0.749,0.805,0.929,0.6378,0.924,0.909,82.286,1.11,0.901,0.723,0.463329667,0.718273171,0.107864612,0.30392,41.178,41.178,14.7,8.1,1.228,0.885,0.125,0,2,1201,122,0.088033869
199,United Arab Emirates,0,0.461603691,0.531087907,0.007308402,0.389123472,0.13278419,0.2383282,0.239764138,0.342200012,0.643899994,0.0139,0.017470376,0.009853521,0.0317,0.8285,-0.028246667,0.32581,0.070293333,69957.61808,0.26,0.195,1,0.1,0.04,0.087,0.49,0.181,0.181,0.364,0.006,0.3482,1.1,-1.14,96.5,-1.354,0.605,0.171,0.691210568,0.77972,0.884040484,0.12952,32.621,32.621,1.521,10.223,1.387,0.84167717,0.011,0,6,653,4241,0
200,United Kingdom,0,0.169163069,0.727900858,0.00574942,0.640402798,0.190786581,0.169637966,-0.003578059,0.181200008,0.808300018,0.0105,-0.02388945,0.015185533,0.040266667,0.777166667,-0.0599,0.94451,-0.035683333,44916.22834,0.351,0.186,1,0.872,0.643,0.755,0.948,0.92,0.945,0.957,0.913,0.673,2.522,1.703,95.778,2.897,0.923,0.964,0.494099122,0.81204878,0.132009782,0.16097,40.467,40.467,9,10.7,1.65,0.99802597,0.312,0,2,4669,2886,0.042274861
201,United States,0,0.18156371,0.773148575,0.009168652,0.678600687,0.139738935,0.2101429,-0.028482415,0.199099998,0.787399979,0.0136,0.024967734,0.018294593,0.052933333,0.727066667,-0.08979,1.176515,-0.025036667,63543.57779,0.414,0.114,1,0.815,0.581,0.585,0.852,0.934,0.852,0.979,0.979,0.493,2.381,2.619,97.167,1.741,0.904,0.923,0.494817844,0.787878049,0.144906535,0.17336,38.308,38.308,8.7,11.4,1.705,0.964607697,0.186,0,2,51993,2899,0.079261766
202,Uruguay,0,0.179510588,0.630110589,0.0748145,0.668313379,0.1383581,0.169979748,0.043782342,0.188299999,0.727600021,0.084099998,0.008187028,0.084149762,0.1012,0.753233333,-0.031646667,0.63223,-0.001636667,22795.05875,0.397,0.088,0.999,0.865,0.697,0.754,0.947,0.964,0.897,0.855,0.921,0.9013,2.778,0.305,98.091,2.01,0.9,0.978,0.483151382,0.77911,0.020923167,0.04485,35.76,35.76,9.473,13.74,1.963,0.576345406,0.415,0,2,0,36,0.063688524
203,Uzbekistan,1,0.327844693,0.334992177,0.260686197,0.541545198,0.169006737,0.374631248,-0.104230025,0.230200005,0.512700005,0.257099991,0.052354486,0.11,0.057766667,0.652333333,-0.005933333,0.336615,-0.061183333,7378.25472,0.353,0.141,1,0.227,0.073,0.194,0.272,0.088,0.211,0.369,0.027,0.678,0.333,-0.25,100,-0.888,0.68,0.382,0.498874144,0.71725,0.039169032,0.49584,27.809,27.809,4.6,24.3,2.785,0.999171906,0.009,0,6,68,286,0.0355
205,"Venezuela, RB",0,0.372446889,0.516674782,0.050267536,0.752896022,0.146033538,0.248102028,-0.147031588,0.153400002,0.768099976,0.078600001,0.010248882,1.4628509,0.0784,0.6427,-0.153486667,2.684555,0.045323333,17527.74874,0.448,0.331,1,0.209,0.153,0.041,0.073,0.015,0.192,0.431,0.757,0.4574,0.855,-1.654,85.143,-1.92,0.765,0.244,0.491804756,0.72064,0.045147366,0.11721,29.592,29.592,7.118,17.566,2.25,0.744302292,0.097,0,2,0,188,0
206,Vietnam,0,0.337241077,0.416252764,0.148531617,0.681621467,0.064606347,0.266617883,0.029227517,0.274400005,0.353400002,0.372200012,0.05666353,0.03185462,0.018233333,0.829866667,-0.03244,0.4499,0.026303333,8650.653672,0.357,0.067,0.994,0.218,0.182,0.146,0.5,0.14,0.154,0.661,0.915,0,-0.222,-0.494,97.75,-1.327,0.751,0.287,0.499270202,0.754,0.000778971,0.6266,32.49,32.49,6.38,16.454,2.05,0.653397903,0.299,0,3,0,2496,0
209,Zambia,0,0.42735935,0.483204433,0.027324363,0.422491005,0.176841993,0.392619047,0.004812797,0.105299997,0.398300018,0.496399994,0.008199913,0.107924912,0.1203,0.7531,-0.107276667,1.06129,0.002563333,3449.609322,0.571,0.544,0.43,0.339,0.205,0.27,0.203,0.552,0.853,0.753,0.538,0,1.586,1.861,99,-0.979,0.737,0.579,0.495160345,0.63886,0.007890257,0.55371,17.592,17.592,6.321,35.776,4.559,0.217,0.009,0,2,0,126,0.047805455
210,Zimbabwe,0,0.126124019,0.37440465,0.050739996,0.470687015,0.15652537,0.057110457,-0.073342906,0.065700002,0.272399998,0.661900024,-0.042009468,0.033230529,0.052733333,0.839866667,-0.047993333,1.004955,-0.018533333,2895.415645,0.503,0.383,0.410891075,0.288,0.193,0.204,0.196,0.356,0.648,0.618,0.713,0.8516,2.053,-0.442,99.875,-0.359,0.758,0.294,0.47716106,0.6149,0.025563825,0.67758,18.668,18.668,7.773,29.747,3.531,0.649352264,0.076,0,2,0,0,0
